OBJECTID,NOMBRE_COM,Tipo,POINT_X,POINT_Y,Niveles,X,Y,aedes_mean,land_cov1_mean,land_cov2_mean,land_cov3_mean,tempmean_mean,tempvar_mean,pop_mean
"19",Sonene,Centro poblado rural,532453.9997999999905005097389221191406,8610270.0000000000000000000000000000000,"3",532453.9997999999905005097389221191406,8610270.0000000000000000000000000000000,28.9417311184069,47.0044899086678,353.823597453652,85.7066376770978,26.7047815173084,8.56974809956176,0.0197636655993984
"20",Monterrey,Centro poblado rural,486128.9998999999952502548694610595703,8650514.0000000000000000000000000000000,"3",486128.9998999999952502548694610595703,8650514.0000000000000000000000000000000,47.7134683132172,33.1936412503322,249.828113675117,38.1997659554084,28.1590416232745,11.5177573164304,0.0361517273150686
"21",Alegria,Centro poblado rural,487044.9998999999952502548694610595703,8660304.0000000000000000000000000000000,"3",487044.9998999999952502548694610595703,8660304.0000000000000000000000000000000,39.370245846835,38.3816412739939,311.053366405933,56.8903150781409,27.8625038146973,9.65047636155958,0.200625967823111
"22",Santa Rosa,Centro poblado rural,358797.0000000000000000000000000000000,8570714.0000000000000000000000000000000,"3",358797.0000000000000000000000000000000,8570714.0000000000000000000000000000000,12.6779222060634,41.1388493037161,449.244203351104,73.4521577175815,26.5213648461415,10.3966608198463,0.210695059678039
"23",Mavila,Centro poblado rural,487025.9998999999952502548694610595703,8680796.0000000000000000000000000000000,"3",487025.9998999999952502548694610595703,8680796.0000000000000000000000000000000,40.7640850838088,38.822526576325,270.261974985518,59.128785261019,28.0134964139443,9.94918478818077,0.226741284403849
"24",Nueva Vista,Centro poblado rural,477575.9998999999952502548694610595703,8673640.0000000000000000000000000000000,"3",477575.9998999999952502548694610595703,8673640.0000000000000000000000000000000,30.0816443497653,46.4441006912469,418.717518070201,89.6606897739549,26.6744010460809,7.97375902487206,0.00431769181214535
"25",Infierno,Centro poblado rural,475011.9998999999952502548694610595703,8592374.0000000000000000000000000000000,"3",475011.9998999999952502548694610595703,8592374.0000000000000000000000000000000,24.1821256652671,42.9319836055383,426.842515930337,66.3734906581587,26.5615360692812,10.3720125938154,0.163293932638834
"26",Baltimore,Centro poblado rural,451610.9998999999952502548694610595703,8581438.0000000000000000000000000000000,"3",451610.9998999999952502548694610595703,8581438.0000000000000000000000000000000,8.1106101617335,38.5477135489673,423.120608448039,67.8395038695323,25.9646340976604,9.34905477186621,0.0228579804412071
"27",Laberinto,Capital distrital,436283.9998999999952502548694610595703,8594031.0000000000000000000000000000000,"2",436283.9998999999952502548694610595703,8594031.0000000000000000000000000000000,24.0361021590422,30.0863401921255,295.999866616443,53.6318767920018,26.1790328415843,9.11054620013073,1.29878497350572
"28",Puerto Pardo,Centro poblado rural,537074.9997000000439584255218505859375,8617852.0000000000000000000000000000000,"3",537074.9997000000439584255218505859375,8617852.0000000000000000000000000000000,30.1650050947179,45.9763173008464,352.404490845366,70.0514873284944,26.1878990203298,9.30937405032013,0.0175736649773824
"29",Lago  Valencia,Centro poblado rural,521363.9997999999905005097389221191406,8628512.0000000000000000000000000000000,"3",521363.9997999999905005097389221191406,8628512.0000000000000000000000000000000,28.2906506603988,45.2366238851396,376.877605700619,80.7711636578595,26.3738427742448,9.77892114245702,0.00418180033771528
"30",La Torre,Centro poblado rural,467016.9998999999952502548694610595703,8581938.0000000000000000000000000000000,"3",467016.9998999999952502548694610595703,8581938.0000000000000000000000000000000,14.1255142287204,41.5363783083464,429.966264423571,68.8712947845459,26.1139053194146,9.31799215517546,0.0336497059259354
"31",Dos De Mayo,Centro poblado rural,352685.0000000000000000000000000000000,8554022.0000000000000000000000000000000,"3",352685.0000000000000000000000000000000,8554022.0000000000000000000000000000000,11.1071391155582,32.7721835680657,368.122083174621,47.1152407061991,26.5355780736314,9.63760871038387,0.213219225924602
"32",Primero De Mayo,Centro poblado rural,484091.9998999999952502548694610595703,8646260.0000000000000000000000000000000,"3",484091.9998999999952502548694610595703,8646260.0000000000000000000000000000000,51.425976848103,40.6484955093623,359.941394666103,40.0907945732796,28.2081183887901,11.9944925283262,0.0652912143718552
"33",El Casta�al,Centro poblado rural,471685.9998999999952502548694610595703,8603312.0000000000000000000000000000000,"3",471685.9998999999952502548694610595703,8603312.0000000000000000000000000000000,47.5141655755421,26.8098120260491,127.65255682809,43.232041591059,28.9131746695786,11.8754672751856,0.570234607156096
"34",El Gato,Centro poblado rural,450351.9998999999952502548694610595703,8579418.0000000000000000000000000000000,"3",450351.9998999999952502548694610595703,8579418.0000000000000000000000000000000,7.8840782724144,40.810949018574,432.759420027519,85.6699729859043,26.0008812302964,9.33864760587586,0.0205661144546168
"35",Loboyoc,Centro poblado rural,485789.9998999999952502548694610595703,8623072.0000000000000000000000000000000,"3",485789.9998999999952502548694610595703,8623072.0000000000000000000000000000000,45.7379147993957,36.6952514099201,294.707446772391,47.6409201746836,28.1319742502342,11.5761914952263,0.0273794494746455
"36",Florida Baja,Centro poblado rural,440028.5975999999791383743286132812500,8590462.4024000000208616256713867187500,"3",440028.5975999999791383743286132812500,8590462.4024000000208616256713867187500,37.9737657676817,31.9953120366441,181.032081584032,43.6164528711928,28.1462514537791,11.9856347837997,0.206664759555274
"37",Las Mercedes,Centro poblado rural,451486.9234999999753199517726898193359,8595517.4445999991148710250854492187500,"3",451486.9234999999753199517726898193359,8595517.4445999991148710250854492187500,35.7336880664031,42.1613298257192,296.106814702352,46.8389415442944,28.0534761399031,9.57273963590463,0.185156072431867
"38",Mazuko,Capital distrital,351680.0000000000000000000000000000000,8551472.0000000000000000000000000000000,"2",351680.0000000000000000000000000000000,8551472.0000000000000000000000000000000,12.6933080643181,34.4936920676644,351.95895982477,54.050878364583,26.7160027471427,10.1079364536315,1.01696686696362
"39",Nueva Arequipa,Centro poblado rural,391752.0000000000000000000000000000000,8574576.7988000009208917617797851562500,"3",391752.0000000000000000000000000000000,8574576.7988000009208917617797851562500,22.5351732701928,29.3802065333465,316.349218363498,38.468927333097,28.0543706234653,8.69246935529885,0.201039953521845
"40",Inambari,Centro poblado rural,349847.0000000000000000000000000000000,8541856.0000000000000000000000000000000,"3",349847.0000000000000000000000000000000,8541856.0000000000000000000000000000000,5.7689454181032,35.3852119246078,427.114694086045,71.4207346751428,25.2567970315823,6.03854847328825,0.181534361666558
"41",Primavera Alta,Centro poblado rural,375809.0000000000000000000000000000000,8572126.0000000000000000000000000000000,"3",375809.0000000000000000000000000000000,8572126.0000000000000000000000000000000,14.3096035964806,44.2386424709549,488.772137594597,68.9050268367439,27.0596297590291,6.94355851614133,0.0229741399834553
"42",Primavera Baja,Centro poblado rural,379465.5432000000146217644214630126953,8572489.0986999999731779098510742187500,"3",379465.5432000000146217644214630126953,8572489.0986999999731779098510742187500,15.8988030909247,43.4423653425809,449.504917632818,77.7666785138083,26.9769734713801,7.60363675906826,0.0379089601938763
"43",Pto. Mazuko,Centro poblado rural,349161.0000000000000000000000000000000,8552444.0000000000000000000000000000000,"3",349161.0000000000000000000000000000000,8552444.0000000000000000000000000000000,9.12357088034066,29.4901212872011,301.141450891944,42.1724328545376,25.9231549607522,9.32096396441235,0.148317069928275
"44",Control La Torre,Centro poblado rural,467578.9998999999952502548694610595703,8580892.0000000000000000000000000000000,"3",467578.9998999999952502548694610595703,8580892.0000000000000000000000000000000,14.3157955696708,39.2734733280383,408.625068102385,72.5077950828954,26.122146631542,8.75187245419151,0.0314830665355143
"46",Sachavacayoc,Centro poblado rural,459399.9998999999952502548694610595703,8581324.0000000000000000000000000000000,"3",459399.9998999999952502548694610595703,8581324.0000000000000000000000000000000,12.4145420526203,39.7783316160503,444.541808600175,62.6814157686735,26.2626133768182,9.08723029588398,0.027689432259649
"47",San Francisco,Centro poblado rural,482532.9998999999952502548694610595703,8635600.0000000000000000000000000000000,"3",482532.9998999999952502548694610595703,8635600.0000000000000000000000000000000,59.5019330175299,26.5789623260498,171.627267516287,28.2392811499144,28.7551325296101,12.6204888971228,0.0457212332616089
"48",Santa Rita Alta,Centro poblado rural,364248.0000000000000000000000000000000,8571516.0000000000000000000000000000000,"3",364248.0000000000000000000000000000000,8571516.0000000000000000000000000000000,14.6145069599152,36.2776245870088,360.944178812127,53.6896463494552,27.2467352967513,7.46658720593703,0.0617839684016369
"49",Sol Naciente,Centro poblado rural,402742.2031999999890103936195373535156,8573974.7968000005930662155151367187500,"3",402742.2031999999890103936195373535156,8573974.7968000005930662155151367187500,19.584718734182,41.9037263880225,471.28783684376,63.2593462879121,27.5949658448784,8.56223263665644,0.0247305026302868
"50",Santa Rosa,Centro poblado rural,485181.9998999999952502548694610595703,8672160.0000000000000000000000000000000,"3",485181.9998999999952502548694610595703,8672160.0000000000000000000000000000000,38.1126853822089,46.5183190116782,398.055569852562,57.8573977890619,27.486919971758,9.65211237955219,0.0438422538834778
"51",Sudadero,Centro poblado rural,484130.9998999999952502548694610595703,8631226.0000000000000000000000000000000,"3",484130.9998999999952502548694610595703,8631226.0000000000000000000000000000000,63.5545737762053,25.9021379754686,136.336948046174,35.9649357658765,28.8510734667666,12.9520528434773,0.133338122932321
"52",El triunfo,Centro poblado rural,481432.9998999999952502548694610595703,8608292.0000000000000000000000000000000,"3",481432.9998999999952502548694610595703,8608292.0000000000000000000000000000000,43.8504016697407,16.595734545961,119.377755214771,17.0998181849718,29.2040852308273,13.2666054492195,6.83554673672553
"53",Tupac Amaru,Centro poblado rural,464486.9998999999952502548694610595703,8607756.0000000000000000000000000000000,"3",464486.9998999999952502548694610595703,8607756.0000000000000000000000000000000,34.638882811781,34.6485587564438,273.291200248359,57.0306246792459,27.0123529334343,10.2833214205597,0.102873900787233
"54",Villa Rosita,Centro poblado rural,355640.0000000000000000000000000000000,8553828.0000000000000000000000000000000,"3",355640.0000000000000000000000000000000,8553828.0000000000000000000000000000000,8.47267563144366,33.1343690703313,433.894872983297,61.3132873972257,26.2823302696149,8.36655172457298,0.0464332647601603
"55",Pacahuara,Centro poblado rural,432949.9998999999952502548694610595703,8747042.0000000000000000000000000000000,"3",432949.9998999999952502548694610595703,8747042.0000000000000000000000000000000,37.6343464488432,41.9861923878587,365.975414125938,40.8519820065636,27.652846008461,11.8825791902117,0.269160504218808
"56",Monte Sinai,Centro poblado rural,464159.9998999999952502548694610595703,8594079.0000000000000000000000000000000,"3",464159.9998999999952502548694610595703,8594079.0000000000000000000000000000000,35.4966910779476,40.9397184451421,350.522641261419,38.7953351934751,28.2657850931088,10.1957034468651,0.0701198272608422
"57",Fizcarrald,Centro poblado rural,445920.3964000000269152224063873291016,8593456.9038999993354082107543945312500,"3",445920.3964000000269152224063873291016,8593456.9038999993354082107543945312500,41.3402439436987,27.3765782211463,203.521547007935,21.1090417494949,28.3141866254557,10.9519016505536,0.0737615625096869
"58",Agua Negra,Centro poblado rural,453822.9998999999952502548694610595703,8599894.0000000000000000000000000000000,"3",453822.9998999999952502548694610595703,8599894.0000000000000000000000000000000,32.5023713586218,42.4904825899613,356.510038765313,68.2090373613447,27.6296774329939,9.1323978988288,0.0868770919538833
"59",Los Cedros,Centro poblado rural,449551.9998999999952502548694610595703,8590658.0000000000000000000000000000000,"3",449551.9998999999952502548694610595703,8590658.0000000000000000000000000000000,36.2712173911289,37.7844464766417,337.694887091352,51.5584994810414,28.2281817491142,10.3994882094298,0.0457761188852916
"60",Playa Oculta,Centro poblado rural,342283.0000000000000000000000000000000,8602725.0000000000000000000000000000000,"3",342283.0000000000000000000000000000000,8602725.0000000000000000000000000000000,9.19202397822089,32.1987860159214,344.319444780873,56.0344481903953,25.997142567647,9.76481850277973,0.033813769713003
"61",Centromin,Centro poblado rural,370119.0000000000000000000000000000000,8583380.0000000000000000000000000000000,"3",370119.0000000000000000000000000000000,8583380.0000000000000000000000000000000,9.9207750440268,27.4608102918295,262.215673216975,65.375433167862,25.8226804383762,8.26243310823491,0.0139209573936974
"62",Ponal,Centro poblado rural,367900.0000000000000000000000000000000,8584594.0000000000000000000000000000000,"3",367900.0000000000000000000000000000000,8584594.0000000000000000000000000000000,7.67215313823368,23.7284936779093,312.696616442034,51.562803167781,25.6105242605889,8.90960621141821,0.0149510508636013
"63",Nuevo San Juan Grande,Centro poblado rural,366937.0000000000000000000000000000000,8604274.0000000000000000000000000000000,"3",366937.0000000000000000000000000000000,8604274.0000000000000000000000000000000,11.4990602709687,40.8303656666134,427.024423564015,74.9077520144017,25.9690689801541,8.49309440401425,0.00951861575586093
"64",Puerto Arturo,Centro poblado rural,478736.9998999999952502548694610595703,8619555.0000000000000000000000000000000,"3",478736.9998999999952502548694610595703,8619555.0000000000000000000000000000000,31.6261557092269,37.6757252911727,326.629071235657,52.7717861930529,26.1890210409959,9.06751686086257,0.0669528464770018
"65",Chorrillos,Centro poblado rural,462468.9998999999952502548694610595703,8609123.0000000000000000000000000000000,"3",462468.9998999999952502548694610595703,8609123.0000000000000000000000000000000,30.5741458163836,33.2525122427816,323.264642805329,55.3857531622442,26.430454473845,9.57629656417208,0.0908896965061471
"66",Tnte. Acevedo,Centro poblado rural,458776.9998999999952502548694610595703,8605401.0000000000000000000000000000000,"3",458776.9998999999952502548694610595703,8605401.0000000000000000000000000000000,33.68776798745,42.5733227332433,369.51145585378,65.8044481972853,27.4114923973878,9.63062496234973,0.14394349947169
"67",Izuyama,Centro poblado rural,479078.9998999999952502548694610595703,8602359.0000000000000000000000000000000,"3",479078.9998999999952502548694610595703,8602359.0000000000000000000000000000000,33.0564317203941,41.9601758187978,363.161258318037,61.7386138276904,27.1451897246675,11.1986373656707,0.549115191856906
"68",Jorge Chavez,Centro poblado rural,487646.9998999999952502548694610595703,8600412.0000000000000000000000000000000,"3",487646.9998999999952502548694610595703,8600412.0000000000000000000000000000000,38.3097466239829,47.681239830158,400.056305736854,46.6007609052834,27.6392978426649,11.4900034851638,0.0863143474224114
"69",Chonta,Centro poblado rural,474113.9998999999952502548694610595703,8598548.0000000000000000000000000000000,"3",474113.9998999999952502548694610595703,8598548.0000000000000000000000000000000,31.3171123634458,42.5223433809131,402.117400803491,67.9630662408799,27.2068592540881,11.2348014322251,0.1469486680414
"70",Otilia,Centro poblado rural,476922.9998999999952502548694610595703,8614533.0000000000000000000000000000000,"3",476922.9998999999952502548694610595703,8614533.0000000000000000000000000000000,33.6727283457759,32.8753486718406,228.870469741621,47.7719720855473,26.623314374388,10.3286782337299,0.711469543433329
"71",San Jacinto,Centro poblado rural,457098.9998999999952502548694610595703,8609184.0000000000000000000000000000000,"3",457098.9998999999952502548694610595703,8609184.0000000000000000000000000000000,25.8204574035724,37.9895563275402,405.879731502833,65.57059498732,26.0295675687141,8.81113508733779,0.0805263540765167
"72",Loero,Centro poblado rural,482817.9998999999952502548694610595703,8600029.0000000000000000000000000000000,"3",482817.9998999999952502548694610595703,8600029.0000000000000000000000000000000,33.1836826464269,34.4590501535625,275.042146972337,53.3853838256516,27.087515186889,11.6244870255755,0.225956780528154
"73",Playa Alta,Centro poblado rural,460944.9998999999952502548694610595703,8616322.0000000000000000000000000000000,"3",460944.9998999999952502548694610595703,8616322.0000000000000000000000000000000,27.3656974912314,31.7994686745848,259.901718019815,66.3193669843424,26.235173240382,8.94690342598561,0.0592172942534768
"74",Cachuela,Centro poblado rural,482148.9998999999952502548694610595703,8614640.0000000000000000000000000000000,"3",482148.9998999999952502548694610595703,8614640.0000000000000000000000000000000,36.5179156706402,40.9150612097713,363.413379899473,58.5162650180927,27.3885582651053,10.9354951212725,0.217464118103833
"75",El Prado,Centro poblado rural,479031.9998999999952502548694610595703,8613573.0000000000000000000000000000000,"3",479031.9998999999952502548694610595703,8613573.0000000000000000000000000000000,51.1643560818977,32.2821715090287,251.994177473777,47.0125703037721,28.217554661616,13.2894731142134,0.531000660702507
"76",El Pilar,Centro poblado rural,473212.9998999999952502548694610595703,8610411.0000000000000000000000000000000,"3",473212.9998999999952502548694610595703,8610411.0000000000000000000000000000000,33.3334675237812,37.272405860921,340.163936242579,54.0073982983592,26.4674396363915,9.73465029230847,0.357737722487773
"77",Alto Chorrillos,Centro poblado rural,468398.9998999999952502548694610595703,8608524.0000000000000000000000000000000,"3",468398.9998999999952502548694610595703,8608524.0000000000000000000000000000000,31.7763169389022,39.0342463844701,361.344468688965,50.1267552425987,26.4746424072667,9.09325711225208,0.125125357363787
"78",Tres Estrellas,Centro poblado rural,465799.9998999999952502548694610595703,8599081.0000000000000000000000000000000,"3",465799.9998999999952502548694610595703,8599081.0000000000000000000000000000000,38.9912507765562,30.0223015061827,247.529003553816,48.9425402263331,28.7817869011186,10.4525188736402,0.131276227856005
"79",Alto Cachuela,Centro poblado rural,480497.9998999999952502548694610595703,8619255.0000000000000000000000000000000,"3",480497.9998999999952502548694610595703,8619255.0000000000000000000000000000000,32.1464402845478,38.681970722128,403.127533442112,39.0995362364837,26.3818200043449,9.68158765707293,0.112412210054619
"80",Cachuela Baja,Centro poblado rural,481745.9998999999952502548694610595703,8612024.0000000000000000000000000000000,"3",481745.9998999999952502548694610595703,8612024.0000000000000000000000000000000,33.4571204185486,38.6482200020238,348.193180204693,55.7421827918605,27.0513886301141,10.024207732552,0.850353583545968
"81",Bello Horinzonte,Centro poblado rural,484881.9998999999952502548694610595703,8616642.0000000000000000000000000000000,"3",484881.9998999999952502548694610595703,8616642.0000000000000000000000000000000,38.3697090746528,38.2514890416795,304.151307108508,41.5272041749083,27.550455367285,11.6267481348222,0.0336340694141782
"82",Santa Teresa,Centro poblado rural,484601.9998999999952502548694610595703,8614230.0000000000000000000000000000000,"3",484601.9998999999952502548694610595703,8614230.0000000000000000000000000000000,39.4535383469019,33.0875160608536,242.710769066444,53.0885929792355,27.9179285587409,11.5321431453411,0.0595383534918009
"83",Pi�al,Centro poblado rural,491978.9997999999905005097389221191406,8668854.0000000000000000000000000000000,"3",491978.9997999999905005097389221191406,8668854.0000000000000000000000000000000,32.5486824382435,46.4911202963296,376.791435102983,84.5962561372039,27.121544880062,8.96574601260099,0.00950844891218318
"84",Nueva San Juan,Centro poblado rural,498678.9997999999905005097389221191406,8673451.0000000000000000000000000000000,"3",498678.9997999999905005097389221191406,8673451.0000000000000000000000000000000,29.7660594036705,47.0316194032368,400.301439225046,92.9181475789923,26.7227174206784,8.3353207487809,0.00556463577516336
"85",Cafetal,Centro poblado rural,485354.9998999999952502548694610595703,8676597.0000000000000000000000000000000,"3",485354.9998999999952502548694610595703,8676597.0000000000000000000000000000000,40.1746615660818,46.9661386289095,393.798726051732,56.1940582476164,27.4103375183909,9.86879952330338,0.0493938200656445
"86",Loreto,Centro poblado rural,446964.9998999999952502548694610595703,8675567.0000000000000000000000000000000,"3",446964.9998999999952502548694610595703,8675567.0000000000000000000000000000000,23.783160670137,45.1256898965559,440.020896408363,97.2429234849432,26.2686504927663,7.8218378139989,0.00167139222024269
"87",Varsovia,Centro poblado rural,467887.9998999999952502548694610595703,8659232.0000000000000000000000000000000,"3",467887.9998999999952502548694610595703,8659232.0000000000000000000000000000000,29.257881524051,45.2087109650617,444.558771023576,97.6843537735065,26.4225474752057,7.92507183863855,0.00438082079350386
"88",Virgen Del Carmen,Centro poblado rural,499173.9997999999905005097389221191406,8660565.0000000000000000000000000000000,"3",499173.9997999999905005097389221191406,8660565.0000000000000000000000000000000,32.3235567712165,46.1861041081416,408.550849022803,83.9379336666751,27.0640748011601,8.76849708804837,0.00427169620398554
"89",Triunfo,Centro poblado rural,498830.9997999999905005097389221191406,8665603.0000000000000000000000000000000,"3",498830.9997999999905005097389221191406,8665603.0000000000000000000000000000000,29.746944497029,46.5542687078317,401.778787136078,92.3950042128563,26.7727916886409,8.21872747937838,0.00462214798987944
"90",Aposento,Centro poblado rural,500520.9997999999905005097389221191406,8680540.0000000000000000000000000000000,"3",500520.9997999999905005097389221191406,8680540.0000000000000000000000000000000,31.7196750839551,47.1768354574839,397.135290781657,84.089712202549,26.9838643372059,8.2406071126461,0.00871781187324863
"91",Nueva Alianza,Centro poblado rural,487095.9998999999952502548694610595703,8627040.0000000000000000000000000000000,"3",487095.9998999999952502548694610595703,8627040.0000000000000000000000000000000,72.4277385117825,31.8811224230361,152.133120574549,43.62524352665,29.2933639939039,14.900436529698,0.0164942111730337
"92",I�apari,Capital provincial,436963.9998999999952502548694610595703,8790038.0000000000000000000000000000000,"2",436963.9998999999952502548694610595703,8790038.0000000000000000000000000000000,36.8782737882514,30.3335129813144,204.972691345215,56.0457048516524,28.7834161607843,8.90124331273531,0.544542397214816
"93",B�lgica,Centro poblado rural,420099.9998999999952502548694610595703,8786893.0000000000000000000000000000000,"3",420099.9998999999952502548694610595703,8786893.0000000000000000000000000000000,29.6398342806934,45.078281533435,412.26391142591,69.7968531183328,27.1804681491097,8.14109665234045,0.00609873876484349
"94",Nueva Esperanza,Centro poblado rural,433364.9998999999952502548694610595703,8781733.0000000000000000000000000000000,"3",433364.9998999999952502548694610595703,8781733.0000000000000000000000000000000,30.8996575059218,45.8490267721231,426.489519801526,65.2203470135482,27.2915653995683,8.72228956098034,0.00908002242708432
"95",Villa Primavera,Centro poblado rural,437536.9998999999952502548694610595703,8779289.0000000000000000000000000000000,"3",437536.9998999999952502548694610595703,8779289.0000000000000000000000000000000,34.8643057488776,37.9480661268358,294.872206373339,40.8584854472767,28.1138129543948,10.1588807366111,0.0304280924118631
"96",Noaya,Centro poblado rural,438322.9998999999952502548694610595703,8770042.0000000000000000000000000000000,"3",438322.9998999999952502548694610595703,8770042.0000000000000000000000000000000,26.0978353060977,46.5567720822639,426.957320687659,85.2892729674334,26.8421898237698,8.41512499554619,0.0111839563898803
"97",San Isidro De Chilina,Centro poblado rural,440138.9998999999952502548694610595703,8759967.0000000000000000000000000000000,"3",440138.9998999999952502548694610595703,8759967.0000000000000000000000000000000,31.1344778700025,34.6398368006601,254.568130692886,46.7422172087025,27.7808619444283,9.92543797468016,0.0116193560157897
"98",Chilina,Centro poblado rural,442687.9998999999952502548694610595703,8750948.0000000000000000000000000000000,"3",442687.9998999999952502548694610595703,8750948.0000000000000000000000000000000,30.8619880626339,44.3944875407593,367.874865866456,73.5031822863674,27.333714864641,9.86416075991086,0.0565107575728783
"99",Flor De Acre,Centro poblado rural,438482.9998999999952502548694610595703,8744171.0000000000000000000000000000000,"3",438482.9998999999952502548694610595703,8744171.0000000000000000000000000000000,34.5627231297531,43.3990261348214,365.484602079617,35.1279370465617,27.6352901508802,10.7892931865582,0.045738310623995
"100",La Republica,Centro poblado rural,449595.9998999999952502548694610595703,8748774.0000000000000000000000000000000,"3",449595.9998999999952502548694610595703,8748774.0000000000000000000000000000000,32.1591410562782,46.5791033413744,405.903684151605,53.6960978433876,27.3789182771673,9.83340227542146,0.00665230801853204
